Year,Abrv,State,unemp,labor,gdp,US_Border,border
2017,TX,Texas,-6.823765803895654,0.10188555401635657,5.8,US-Mexico Border,0.562459074166255
2017,VT,Vermont,-8.515757947136404,0.07080065583280337,3.1,US-Canada Border,-0.6068631098725019
2017,WA,Washington,-11.25655786828359,0.08588422776139026,6.0,US-Canada Border,0.9107200159672812
2018,AK,Alaska,-5.595967246527489,-1.1332388475068012,4.5,US-Canada Border,10.482190310617456
2018,AZ,Arizona,-1.3031796285655983,1.2453372542716945,6.2,US-Mexico Border,-1.014356277583861
2018,CA,California,-12.76783280490662,0.36316925282318113,5.6,US-Mexico Border,4.248435423325403
2018,ID,Idaho,-12.238164613660896,0.22265610873304365,6.3,US-Canada Border,3.9464507826036943
2018,ME,Maine,-0.6819432674237902,-0.3857185055440193,4.3,US-Canada Border,-1.554676017313783
2018,MI,Michigan,-10.561136898883328,-0.07459754529480778,4.4,US-Canada Border,0.1601585245993853
2018,MN,Minnesota,-14.946835644192024,-0.43726447952256997,4.6,US-Canada Border,1.4798923170592726
2018,MT,Montana,-5.675136031377537,-0.4779928811786682,4.0,US-Canada Border,-0.7570512944835128
2018,NM,New Mexico,-16.556327242973158,-0.00613382006495744,5.5,US-Mexico Border,-5.5967532712619565
2018,NY,New York,-12.738593289596988,0.25665101232958953,4.9,US-Canada Border,1.5462795330978274
2018,ND,North Dakota,-2.2885325137243506,-1.8621210904009922,6.0,US-Canada Border,0.6594243518695864
2018,TX,Texas,-11.083019604561063,0.26962800424825684,7.3,US-Mexico Border,2.5611087823266265
2018,VT,Vermont,-10.54392642026325,-0.4629869252474217,3.4,US-Canada Border,1.658358156917683
2018,WA,Washington,-4.649010189124336,0.29968154287185467,7.8,US-Canada Border,7.124637660042432
